Publisher Name,Publisher Registry Id,Publisher Type,Timeliness,Forward looking,Comprehensiveness,Score
South West International Development Network,swidn,"Academic, Training and Research",0,33.333333333333336,77,37
Southern African Catholic Bishops' Conference Aids Office,sacbc,Regional NGO,0,0.0,58,19
SouthSouthNorth,ssn,International NGO,38,3.3333333333333335,63,35
Sowt podcasting and training L.L.C,sowt,Private Sector,25,0.0,83,36
Spain - Ministry of Foreign Affairs and Cooperation,maec,Government,0,0.0,76,25
Spanish Agency for International Development Cooperation (AECID),aecid,Government,88,3.3333333333333335,82,58
SPARK,spark,International NGO,62,0.0,85,49
Special Hope Network,shn,International NGO,0,0.0,0,0
Stakeholder Democracy Network,sdn,International NGO,12,0.0,77,30
Stars Foundation,starsfoundation,Foundation,0,0.0,60,20
Stellenbosch University,su-impala,"Academic, Training and Research",12,0.0,0,4
Stichting ActionAId,aanl,International NGO,38,33.333333333333336,80,50
Stichting Aflatoun International,aflatoun,International NGO,0,0.0,0,0
Stichting Agriterra,agriterra,Foundation,75,0.0,80,52
Stichting Aidenvironment,aidenvironment,Foundation,38,0.0,92,43
Stichting Beheer Subsidiegelden DRA,stichting-subsidiegelden-dra,International NGO,75,0.0,83,53
Stichting Deltares,deltares,Foundation,0,0.0,63,21
Stichting Fern,stichtingfern,International NGO,50,14.0,73,46
Stichting fondsbeheer DGGF lokaal MKB,dggf_financing_local_smes,Foundation,38,51.333333333333336,78,56
Stichting Health Action International,hai,Foundation,12,33.333333333333336,70,38
Stichting Humana,humana_houben,International NGO,0,0.0,60,20
Stichting Kinderpostzegels Nederland,skn,International NGO,12,0.0,0,4
Stichting Leprazending Nederland - The Leprosy Mission Netherlands,leprazending-tlm-nl,Foundation,0,100.0,70,57
Stichting Liliane Fonds,slf,National NGO,0,0.0,0,0
Stichting Mayday Rescue Foundation,maydayrescue,Foundation,0,0.0,59,20
Stichting Nederlands Instituut voor Internationale Betrekkingen 'Clingendael',clingendael,"Academic, Training and Research",0,16.666666666666668,67,28
Stichting Onderzoek Multinationale Ondernemingen (SOMO),somo,"Academic, Training and Research",62,50.0,73,62
Stichting Red een Kind,redeenkind,International NGO,50,0.0,83,44
Stichting Vluchteling,st_vluchteling,International NGO,75,0.0,87,54
Stichting VU Amsterdam - Amsterdam Centre for World Food Studies,acwfs_vu,"Academic, Training and Research",0,0.0,46,15
Stichting Wilde Ganzen/ IKON,nl_wg,National NGO,12,0.0,77,30
Stichting Wings For Aid Foundation,wfaf,Foundation,25,33.333333333333336,65,41
Stichting Woord en Daad,w-d,International NGO,88,55.666666666666664,76,73
Stockholm International Water Institute,siwi,International NGO,25,0.0,74,33
Street Child,street_child,International NGO,88,66.66666666666667,83,79
StreetInvest,si,International NGO,0,0.0,0,0
Stromme Foundation,stromme_ug,National NGO,0,0.0,0,0
Studio Globo,sg,"Academic, Training and Research",25,0.0,0,8
Support Trust for Africa Development (STAD),stad,International NGO,0,0.0,0,0
Survivors Fund (SURF),surf,International NGO,62,0.0,60,41
Sustainable Development Institute,sdi,Regional NGO,25,100.0,77,67
Sustainable Hospitality Alliance,sha,International NGO,12,0.0,65,26
"Sweden, through Swedish International Development Cooperation Agency (Sida)",sida,Government,100,36.666666666666664,86,74
Switzerland - Swiss Agency for Development and Cooperation (SDC),sdc_ch,Government,12,0.0,66,26
Sympany+,simone_sympany,International NGO,0,0.0,0,0
Synergie des Femmes pour la Paix et la Réconciliation des Peuples des Grands Lacs d'Afrique,spr,Regional NGO,0,100.0,74,58
Synergía - Initiatives for Human Rights,synergiaihr,International NGO,0,0.0,60,20
Syria Justice and Accountability Centre (SJAC),sjac,National NGO,25,100.0,80,68
Syria Relief,sr,National NGO,0,0.0,55,18
Tameer-e-Khalaq Foundation,tkf1234,National NGO,25,0.0,68,31
Target TB,targettb,International NGO,0,0.0,0,0
TB Alert,tbalert,International NGO,0,0.0,80,27
Teach A Man To Fish,tamtf,International NGO,0,0.0,0,0
TEAR fund Nederland,tear,National NGO,88,0.0,79,56
Tearfund,tearfund,International NGO,62,39.0,76,59
Tearfund VZW (TFBE),tfb_admin1,National NGO,50,0.0,0,17
TechnoServe,tns,International NGO,50,33.333333333333336,74,52
Terre des Hommes Netherlands,tdh_nl,International NGO,62,87.66666666666667,76,75
Terre des hommes- Aide à l'enfance dans le monde- Fondation,tdh_foundation,International NGO,38,33.333333333333336,72,48
The Access to Nutrition Foundation,atnf,International NGO,0,0.0,63,21
The Asia Foundation,taf,International NGO,25,0.6666666666666666,74,33
The Carter Center,carter-center,International NGO,0,0.0,0,0
the center for victimized women and children,cavwoc,National NGO,0,0.0,0,0
The Centre for Economic Governance and Accountability in Africa  (CEGAA),cegaa,National NGO,25,0.0,77,34
The Climate Change Organisation,climate-group,International NGO,0,0.0,59,20
The Coca-Cola Export Corporation,tccec,Private Sector,0,0.0,0,0
The Commonwealth Secretariat,commonwealthsecretariat,Multilateral,50,0.0,64,38
The Convention on Business Integrity,cbi-nigeria,International NGO,0,0.0,0,0
The Education Commission,educomm,"Academic, Training and Research",50,33.333333333333336,63,49
The Faraday Institution,thefaradayinstitution,"Academic, Training and Research",25,33.333333333333336,72,43
The Foundation Center,foundation_center,International NGO,0,0.0,0,0
The Fred Hollows Foundation (UK),fhfuk,International NGO,38,0.0,0,13
The Freedom Fund,tff,International NGO,0,0.0,76,25
The Freedom Fund (US),tffus,International NGO,25,0.0,0,8
The Global Alliance for Improved Nutrition,gain,International NGO,75,0.0,75,50
"The Global Development Incubator, Inc",gdi,International NGO,25,0.0,0,8
The Global Forum on MSM & HIV (MSMGF),msmgf,International NGO,0,0.0,66,22
"The Global Fund to Fight AIDS, Tuberculosis and Malaria",theglobalfund,Multilateral,100,76.33333333333333,90,89
The Global Initiative Against Transnational Organized Crime,gi-toc,Other Public Sector,38,0.0,78,39
the global steering group for impact investment,gsg,International NGO,62,0.0,65,42
The HALO Trust,halo,International NGO,75,43.0,67,62
The Hunger Project Netherlands,thp_org,International NGO,38,0.0,76,38
The Institute for Strategic Dialogue,isdglobal,"Academic, Training and Research",50,0.0,68,39
The International Children's Trust,theict,International NGO,0,0.0,63,21
The International Institute for Strategic Studies,iiss,"Academic, Training and Research",0,0.0,71,24
The International Institute for Sustainable Development,iisd,International NGO,50,33.333333333333336,74,52
The International Rescue Committee,irc_inc,International NGO,75,32.333333333333336,81,63
The Leprosy Mission England and Wales,tlmew,International NGO,62,16.666666666666668,72,50
The Leprosy Mission Nepal,tlmnepal,National NGO,62,33.333333333333336,68,54
The Mailman School of Public Health,mailman_school_of_public_health,"Academic, Training and Research",0,33.333333333333336,59,31
The MENTOR Initiative,the_mentor_initiative,International NGO,25,33.333333333333336,80,46
The National Association of Municipalities of Benin (ANCB),ancb_benin,National NGO,12,0.0,94,35
The OPEC Fund for International Development (OFID),ofid,Multilateral,0,0.0,46,15
The Open University,open_university,"Academic, Training and Research",88,41.666666666666664,76,69
"The Population Council, Inc.",populationcouncil,"Academic, Training and Research",25,0.0,72,32
The Power of Nutrition,the_power_of_nutrition,Foundation,0,47.666666666666664,64,37
The Princess Alia Foundation,paf_2018,Foundation,0,0.0,0,0
The Proforest Initiative UK,pi-uk,"Academic, Training and Research",25,0.0,0,8
The Queen Elizabeth Diamond Jubilee Trust,qedjt,Foundation,0,0.0,68,23
The Salvation Army International Development UK,said-uk,International NGO,0,0.0,72,24
The Uganda Association of Women Lawyers ( FIDA Uganda),fidauganda,National NGO,12,0.0,71,28
The United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA),unrwa,Multilateral,88,33.333333333333336,70,64
"The University of Dodoma (UDOM), Tanzania",udom,"Academic, Training and Research",75,0.0,0,25
The University of Manchester,uom,"Academic, Training and Research",25,22.0,72,40
The University of Oxford,oxford,"Academic, Training and Research",88,25.0,68,60
The University of Sheffield,tuos,"Academic, Training and Research",25,0.0,63,29
The William and Flora Hewlett Foundation,hewlett-foundation,Foundation,25,0.0,73,33
The World Bank,worldbank,Multilateral,100,92.0,86,93
Theatre for a Change Malawi,tfacmalawi,National NGO,0,0.0,0,0
Theatre for a Change UK,tfac,International NGO,0,0.0,0,0
Thomson Reuters Foundation,trf,Foundation,0,33.333333333333336,62,32
Timber Trade Federation Ltd.,ttf,Private Sector,12,0.0,0,4
Timidria,timidria,National NGO,0,0.0,58,19
TradeMark East Africa,tmea,Regional NGO,50,0.0,63,38
TRAFFIC International,traffic,"Academic, Training and Research",12,0.0,0,4
Traidcraft Exchange,traidcraft,International NGO,75,0.0,0,25
TRAIDE Foundation,traide_foundation,Foundation,0,100.0,64,55
Transform Africa,transafrica19,International NGO,25,0.0,60,28
transforma,transforma,National NGO,0,0.0,58,19
Transition International,ti_nl,Government,25,100.0,79,68
Transnational Institute,tni,Foundation,12,33.333333333333336,67,37
Transparency International Bangladesh,tib,National NGO,0,0.0,0,0
Transparency International Kenya,ti_kenya,National NGO,0,0.0,0,0
Transparency International UK,ti-uk,International NGO,0,0.0,68,23
Transparently Lebanese,transparently_lebanese,National NGO,38,0.0,46,28
TREE AID,treea,International NGO,88,0.0,78,55
Triangle Génération Humanitaire,tgh,International NGO,25,0.0,0,8
Trianglen,trianglen,National NGO,0,14.666666666666666,82,32
Trias,trias,National NGO,25,0.0,0,8
Triggerise Ethiopia,trig,International NGO,0,0.0,77,26
Triple Line,tripleline_crownagents,Private Sector,0,0.0,52,17
Trocaire,trocaire,International NGO,62,0.0,82,48
Trocaire (Northern Ireland),troc,International NGO,0,0.0,67,22
Tropenbos International,tbi,International NGO,12,5.333333333333333,71,29
Tropical Health and Education Trust,tropicalhealth,International NGO,38,16.666666666666668,74,43
Trust for Africa's Orphans,tao-03473165,International NGO,0,0.0,0,0
Trust for Indigenous Culture and Health,ticah,International NGO,0,0.0,61,20
Twaweza,twaweza,Regional NGO,12,0.0,49,20
Twin,twin-iati,International NGO,0,0.0,62,21
Uganda Martyrs University,umu,"Academic, Training and Research",75,0.0,0,25
UHAI EASHRI,uhai-eashri,Foundation,50,33.333333333333336,74,52
"UK - Department for Business, Energy and Industrial Strategy (BEIS)",beis,Government,88,35.333333333333336,88,70
"UK - Department for Digital, Culture, Media and Sport",dcms,Government,0,0.0,80,27
"UK - Department for Environment, Food and Rural Affairs",defra_transparency,Government,12,27.0,84,41
UK - Department for Work and Pensions,dwp,Government,0,33.333333333333336,60,31
UK - Department of Health and Social Care (DHSC),dhsc,Government,62,60.333333333333336,86,69
"UK - Foreign, Commonwealth and Development Office",fcdo,Government,100,36.666666666666664,84,74
UK - Home Office,homeoffice,Government,75,0.0,69,48
UK - Medical Research Council,mrc,Government,0,0.0,72,24
UK - Ministry of Defence,ukmod,Government,0,0.0,78,26
UK - Scottish Government,scottish_government,Government,0,0.0,0,0
UK – Department for Education,dfe,Government,0,0.0,0,0
UK-Med,uk-med,International NGO,25,0.0,71,32
ULB-Coopération,ulbcoop,National NGO,12,0.0,0,4
UN Global Compact Local Network UK,ungc-uk,Multilateral,75,33.333333333333336,59,56
UN Pooled Funds,unpf,Multilateral,12,0.0,58,23
UN Women,unw,Multilateral,100,70.66666666666667,89,87
UN-Habitat,unhabitat,Multilateral,0,0.0,54,18
Unicef Belgium National Committee,ub,National NGO,12,0.0,0,4
UNICEF Netherlands National Committee,unicefnl,National NGO,50,0.0,66,39
Unie van Waterschappen,uvw,Other Public Sector,38,0.0,69,36
Union des Villes et Communes de Wallonie (UVCW),uvcw,Other Public Sector,25,0.0,0,8
Union of Agricultural Work Committees,uawc,National NGO,0,0.0,0,0
UNITAID,utd,Multilateral,100,81.0,72,84
United Disabled Persons of Kenya,udpk,National NGO,0,0.0,0,0
United Mission to Nepal,umn,International NGO,0,0.0,0,0
United Nations Capital Development Fund,uncdf,Multilateral,12,0.0,69,27
United Nations Central Emergency Response Fund (CERF),cerf,Multilateral,100,100.0,84,95
United Nations Children's Fund (UNICEF),unicef,Multilateral,100,99.66666666666667,96,99
United Nations Development Coordination Office,undco,Other Public Sector,0,0.0,77,26
United Nations Development Programme (UNDP),undp,Multilateral,100,67.66666666666667,88,85
"United Nations Educational, Scientific and Cultural Organization (UNESCO)",unesco,Multilateral,25,90.33333333333333,73,63
United Nations Environment Programme (UNEP),un-environment,Multilateral,25,83.33333333333333,66,58
United Nations Foundation,unf,National NGO,75,11.0,68,51
United Nations High Commissioner for Refugees (UNHCR),unhcr,Multilateral,100,98.0,85,94
United Nations Industrial Development Organization (UNIDO),unido,Multilateral,75,48.0,70,64
United Nations Joint Programme on HIV and AIDS Secretariat (UNAIDS),unaids,Multilateral,25,0.0,0,8
United Nations Office for Project Services (UNOPS),unops,Multilateral,88,0.0,70,53
United Nations Office for the Coordination of Humanitarian Affairs (OCHA),unocha,Multilateral,100,100.0,97,99
United Nations Office for the Coordination of Humanitarian Affairs (Specially-Designated Contributions),unocha-sdc,Multilateral,62,33.333333333333336,87,61
United Nations Population Fund,unfpa,Multilateral,88,0.0,0,29
United Nations World Food Programme (WFP),wfp,Multilateral,100,100.0,98,99
United Purpose,cu,International NGO,0,0.0,68,23
United States,unitedstates,Government,62,0.0,86,49
United States Agency for International Development (USAID),usaid,Government,100,0.0,76,59
United Work,united_work,National NGO,0,0.0,0,0
Universidad de los Andes,uand_2020,"Academic, Training and Research",0,0.0,0,0
Universitair Centrum voor Ontwikkelingssamenwerking,ucos,National NGO,0,0.0,0,0
Universiteit Leiden,universiteit_leiden,"Academic, Training and Research",75,100.0,80,85
Universiti Malaya,rmc_um,"Academic, Training and Research",12,0.0,59,24
University College London,ucl,"Academic, Training and Research",0,0.0,0,0
University of Amsterdam,uva_org,"Academic, Training and Research",12,0.0,62,25
University of Birmingham,universityofbirmingham,"Academic, Training and Research",25,0.0,62,29
University of Cape Town,uct,"Academic, Training and Research",75,0.0,72,49
University of Central Lancashire,uclan,"Academic, Training and Research",0,0.0,57,19
University of Dar es Salaam,udsm-cbs,"Academic, Training and Research",0,0.0,0,0
University of Dundee,uodcepmlp,"Academic, Training and Research",0,0.0,50,17
University of Edinburgh,uoe,"Academic, Training and Research",25,0.0,51,25
University of Kinshasa,dspd_unikin,"Academic, Training and Research",0,0.0,46,15
University of Leeds,leedsuni,"Academic, Training and Research",62,100.0,72,78
University Of Liverpool,uol,"Academic, Training and Research",25,0.0,62,29
University of Nottingham,uni_of_nottingham,"Academic, Training and Research",0,0.0,0,0
University of York,uoy,"Academic, Training and Research",0,0.0,0,0
University Of Zimbabwe,1-uz,"Academic, Training and Research",0,0.0,0,0
University Putra Malaysia,upm,"Academic, Training and Research",25,0.0,0,8
University Twente,utwente,"Academic, Training and Research",0,0.0,0,0
Upper Quartile,uq,Private Sector,0,0.0,80,27
Urgent Action Fund for Women's Human Rights,uaf,International NGO,25,100.0,74,66
Urgent Action Fund Latin America and the Caribbean,uafla,Regional NGO,12,0.0,0,4
Urgent Action Fund-Africa,uaf-africa,Regional NGO,12,100.0,74,62
UTZ,utz,International NGO,0,0.0,0,0
UWEZO Youth Empowerment,uwezo_youth_empowerment,National NGO,0,0.0,65,22
Varkey Foundation,varkeyfoundation,International NGO,62,0.0,57,40
VEI (Vitens-Evides International),vei_nl,Private Sector,75,25.0,78,59
VETERINAIRES SANS FRONTIERES / DIERENARTSEN ZONDER GRENZEN - BELGIUM,vsfbelgium,National NGO,0,0.0,0,0
VIA Don Bosco,via-db,National NGO,12,0.0,0,4
Village Enterprise,villageenterprise,International NGO,0,0.0,0,0
Village Water Ltd,villagewater,International NGO,75,0.0,68,48
Vision Aid Overseas,vao,International NGO,0,0.0,74,25
Vision for a Nation Foundation,vfan,International NGO,0,0.0,71,24
VisionFund International,vfi,International NGO,0,0.0,0,0
Viva,viva,International NGO,0,66.66666666666667,68,45
Vlaamse Interuniversitaire Raad voor Universitaire Ontwikkelingssamenwerking (VLIR-UOS),vlir-uos,"Academic, Training and Research",0,0.0,0,0
VNG International,vngi,Other Public Sector,12,0.0,79,30
Voluntary Health Association of India,vhai-org,"Academic, Training and Research",0,0.0,0,0
Voluntary Service Overseas (VSO),vso,International NGO,75,16.666666666666668,72,55
VVOB Education for Development,vvob,Other Public Sector,12,0.0,0,4
VVSG - Vereniging van Vlaamse Steden en Gemeenten,vvsg,Other Public Sector,12,0.0,0,4
Wageningen University & Research - Stichting Wageningen Research,wageningen_ur,"Academic, Training and Research",62,44.333333333333336,82,63
War Child Canada,wcc,International NGO,0,0.0,0,0
War Child Holland,warchildholland,International NGO,75,0.0,58,44
War Child UK,wcuk,International NGO,50,0.0,65,38
War on Want,waronwant,International NGO,0,0.0,52,17
War on Want NI,wowni,International NGO,0,0.0,0,0
WASH Alliance International,wai,International NGO,0,0.0,0,0
WASTE advisers on urban environment and development,waste,Foundation,62,100.0,83,82
WasteAid UK,wasteaid,International NGO,88,0.0,65,51
Water & Sanitation for the Urban Poor (WSUP),wsup,Public Private Partnership,0,0.0,77,26
Water Finance Facility,wff,Private Sector,75,16.666666666666668,88,60
Water for People,w4p,International NGO,0,0.0,0,0
Water Integrity Network Association,win,International NGO,12,0.0,61,24
Water Witness International,water-witness-international,International NGO,0,0.0,60,20
Water Works,waterworks,International NGO,0,0.0,0,0
WaterAid,wateraid,International NGO,38,0.0,74,37
Wayamo Foundation,wayamo,International NGO,25,0.0,0,8
We Effect,weeffect,International NGO,0,0.0,77,26
We World - GVC Onlus,ww-gvc,International NGO,50,0.0,0,17
Welbodi Partnership,welbodipartnership,"Academic, Training and Research",25,0.0,0,8
Wellfound,wellfound,International NGO,25,0.0,73,33
Welsh Centre for International Affairs,wcia,National NGO,50,33.333333333333336,80,54
Welthungerhilfe,whh,International NGO,0,66.66666666666667,66,44
Wemos Foundation,wemos,International NGO,12,0.0,0,4
Wereldsolidariteit-Solidarité Mondiale (WSM),wsm,National NGO,0,0.0,0,0
Westminster Foundation for Democracy,wfd,Other Public Sector,0,11.0,54,22
Wetlands International,wi,International NGO,0,0.0,0,0
Wildlife Conservation Society,wcs,International NGO,0,0.0,0,0
Win Win Strategies,wws,International NGO,0,100.0,86,62
Windle Trust Kenya,wtk,National NGO,0,0.0,63,21
WNF Wereld Natuur Fonds,wnf,International NGO,62,8.0,59,43
"WO=MEN, Dutch Gender Platform",wo-men,National NGO,12,0.0,0,4
Wolayita Development Association,woda_0486,"Academic, Training and Research",0,0.0,0,0
Womankind Worldwide,womankindworld,International NGO,88,20.0,69,59
Women and Children First (UK),wcf,International NGO,0,0.0,0,0
Women Engage for a Common Future,wecf,International NGO,38,100.0,77,72
Women Environmental Programme,wep,National NGO,0,0.0,66,22
Women for Women International (UK),wfwiuk,International NGO,75,33.333333333333336,75,61
Women Peacemakers Program,wpp,International NGO,0,0.0,86,29
Women's Action Group,wag-1983,National NGO,0,0.0,74,25
Women's Environment & Development Organization,wedo,International NGO,12,0.0,0,4
Women's Fund Asia,wf-asia,Regional NGO,75,100.0,80,85
Women's Global Network on Reproductive Rights,wgnrr_iati,International NGO,25,0.0,0,8
Women's Refugee Commission,w_r_c,International NGO,0,0.0,0,0
World Agroforestry Centre,icraf_,"Academic, Training and Research",0,0.0,0,0
World Association for Christian Communication (UK),wacc-uk,International NGO,0,0.0,0,0
World Bank Trust Funds,wbtf,Multilateral,62,0.0,73,45
World Benchmarking Alliance Foundation,wba,Foundation,50,0.0,64,38
World Child Cancer UK,wccuk,International NGO,75,33.333333333333336,74,61
World Economic Forum,worldeconomicforum,International NGO,0,0.0,62,21
World Economic Forum Geneva,weforum_geneva,International NGO,0,0.0,70,23
World Education Inc.,wei,"Academic, Training and Research",38,0.0,76,38
World Federalist Movement - Institute for Global Policy,wfm-igp,International NGO,12,0.0,71,28
World Health Organization (WHO),who,Multilateral,88,66.66666666666667,83,79
World Horse Welfare,whw2019,International NGO,75,0.0,65,47
World Jewish Relief,wjr_001,International NGO,38,0.0,70,36
World Resources Institute,wri,International NGO,75,33.333333333333336,74,61
World University Service of Canada,wusc,International NGO,62,0.0,59,40
World Vegetable Center,worldveg,International NGO,75,75.66666666666667,76,76
World Vision Central African Republic,wv_cf,International NGO,12,0.0,67,26
World Vision Democratic Republic of Congo,wv_cd,International NGO,25,0.0,67,31
World Vision Ethiopia,wv_et_activities,International NGO,25,0.0,67,31
World Vision Germany,wv_de,International NGO,38,0.0,69,36
World Vision International,wvi,International NGO,62,0.0,74,45
World Vision Netherlands,wvnld,Foundation,62,0.0,85,49
World Vision UK,wvuk,International NGO,75,0.0,60,45
World Vision Zimbabwe,wvz-gec,International NGO,0,0.0,0,0
World Waternet,worldwaternet,Foundation,25,66.66666666666667,79,57
World Wide Fund for Nature - Kenya,wwf-kenya,National NGO,25,0.0,62,29
World Wide Fund for Nature - Pakistan,wwfpakistan,International NGO,0,0.0,76,25
World Wide Fund for Nature Belgium (WWF-BE),wwf-be,National NGO,0,0.0,0,0
World Wide Fund for Nature Denmark,wwfdk,Foundation,25,0.0,65,30
World Wide Fund for Nature Zambia,wwfzambia,International NGO,0,0.0,56,19
World Young Women's Christian Association,world_ywca,International NGO,0,100.0,80,60
Worldwide Hospice Palliative Care Alliance,whpca,International NGO,25,0.0,0,8
WSP USA Solutions Inc.,lbg,Private Sector,100,0.0,86,62
WWF Indonesia,wwf_id,International NGO,0,0.0,53,18
WWF Paraguay,wwf-py,International NGO,0,0.0,59,20
WWF Sweden,wwf-se,International NGO,0,0.0,72,24
WWF TUNISIA,wwfna,International NGO,0,0.0,59,20
WWF-UK,wwf-uk,International NGO,38,1.3333333333333333,56,32
WYG International B.V.,wygi,Private Sector,75,33.333333333333336,76,61
Y Care International,ycare,International NGO,75,0.0,72,49
Yamaan Foundation for Health and Social Development,yffhsd,National NGO,75,100.0,80,85
Yayasan PEKKA,pekka_21,National NGO,38,100.0,89,76
YMCA of Liberia,libymca,National NGO,0,0.0,71,24
Young Innovations Pvt. Ltd,yipl,"Academic, Training and Research",50,5.666666666666667,56,37
Young Women Christian Association of South Sudan (YWCA SS),ywcass,National NGO,0,100.0,83,61
Young Women's Christian Association of Kenya,ywcakenya,National NGO,12,100.0,77,63
Youth Business International,ybi,International NGO,0,0.0,78,26
Youth Development Labs Inc,ylabs,International NGO,0,0.0,60,20
Youth Net and Counselling - YONECO,yoneco1997,National NGO,0,0.0,62,21
YWCA of Bangladesh,ywcabd,National NGO,0,0.0,0,0
YWCA Palestine,ywca,National NGO,0,100.0,74,58
Zambia Orphans Aid UK,zoa_uk,International NGO,0,0.0,0,0
Zimbabwe Educational Trust,zet,International NGO,0,0.0,0,0
Zing,zing,Foundation,0,0.0,68,23
ZOA,zoa,International NGO,100,89.0,84,91
Zoological Society of London,zsl,International NGO,75,46.0,68,63
